1890	15.6172
1890.1	15.6154
1890.2	15.6136
1890.3	15.6119
1890.4	15.6101
1890.5	15.6084
1890.6	15.6066
1890.7	15.6049
1890.8	15.6032
1890.9	15.6014
1891	15.5997
1891.1	15.598
1891.2	15.5963
1891.3	15.5946
1891.4	15.5928
1891.5	15.5911
1891.6	15.5894
1891.7	15.5877
1891.8	15.586
1891.9	15.5844
1892	15.5827
1892.1	15.581
1892.2	15.5793
1892.3	15.5776
1892.4	15.576
1892.5	15.5743
1892.6	15.5726
1892.7	15.571
1892.8	15.5693
1892.9	15.5677
1893	15.5661
1893.1	15.5644
1893.2	15.5628
1893.3	15.5611
1893.4	15.5595
1893.5	15.5579
1893.6	15.5563
1893.7	15.5547
1893.8	15.5531
1893.9	15.5515
1894	15.5499
1894.1	15.5483
1894.2	15.5467
1894.3	15.5451
1894.4	15.5435
1894.5	15.5419
1894.6	15.5403
1894.7	15.5388
1894.8	15.5372
1894.9	15.5356
1895	15.5341
1895.1	15.5325
1895.2	15.531
1895.3	15.5294
1895.4	15.5279
1895.5	15.5263
1895.6	15.5248
1895.7	15.5233
1895.8	15.5217
1895.9	15.5202
1896	15.5187
1896.1	15.5172
1896.2	15.5157
1896.3	15.5142
1896.4	15.5127
1896.5	15.5112
1896.6	15.5097
1896.7	15.5082
1896.8	15.5067
1896.9	15.5052
1897	15.5038
1897.1	15.5023
1897.2	15.5008
1897.3	15.4994
1897.4	15.4979
1897.5	15.4964
1897.6	15.495
1897.7	15.4936
1897.8	15.4921
1897.9	15.4907
1898	15.4892
1898.1	15.4878
1898.2	15.4864
1898.3	15.485
1898.4	15.4835
1898.5	15.4821
1898.6	15.4807
1898.7	15.4793
1898.8	15.4779
1898.9	15.4765
1899	15.4751
1899.1	15.4737
1899.2	15.4724
1899.3	15.471
1899.4	15.4696
1899.5	15.4682
1899.6	15.4669
1899.7	15.4655
1899.8	15.4642
1899.9	15.4628
1900	15.4614
1900.1	15.4601
1900.2	15.4588
1900.3	15.4574
1900.4	15.4561
1900.5	15.4548
1900.6	15.4534
1900.7	15.4521
1900.8	15.4508
1900.9	15.4495
1901	15.4482
1901.1	15.4469
1901.2	15.4456
1901.3	15.4443
1901.4	15.443
1901.5	15.4417
1901.6	15.4404
1901.7	15.4391
1901.8	15.4379
1901.9	15.4366
1902	15.4353
1902.1	15.4341
1902.2	15.4328
1902.3	15.4316
1902.4	15.4303
1902.5	15.4291
1902.6	15.4278
1902.7	15.4266
1902.8	15.4254
1902.9	15.4241
1903	15.4229
1903.1	15.4217
1903.2	15.4205
1903.3	15.4193
1903.4	15.4181
1903.5	15.4168
1903.6	15.4156
1903.7	15.4145
1903.8	15.4133
1903.9	15.4121
1904	15.4109
1904.1	15.4097
1904.2	15.4085
1904.3	15.4074
1904.4	15.4062
1904.5	15.405
1904.6	15.4039
1904.7	15.4027
1904.8	15.4016
1904.9	15.4004
1905	15.3993
1905.1	15.3982
1905.2	15.397
1905.3	15.3959
1905.4	15.3948
1905.5	15.3937
1905.6	15.3926
1905.7	15.3914
1905.8	15.3903
1905.9	15.3892
1906	15.3881
1906.1	15.387
1906.2	15.386
1906.3	15.3849
1906.4	15.3838
1906.5	15.3827
1906.6	15.3816
1906.7	15.3806
1906.8	15.3795
1906.9	15.3784
1907	15.3774
1907.1	15.3763
1907.2	15.3753
1907.3	15.3742
1907.4	15.3732
1907.5	15.3722
1907.6	15.3711
1907.7	15.3701
1907.8	15.3691
1907.9	15.3681
1908	15.3671
1908.1	15.366
1908.2	15.365
1908.3	15.364
1908.4	15.363
1908.5	15.362
1908.6	15.3611
1908.7	15.3601
1908.8	15.3591
1908.9	15.3581
1909	15.3571
1909.1	15.3562
1909.2	15.3552
1909.3	15.3542
1909.4	15.3533
1909.5	15.3523
1909.6	15.3514
1909.7	15.3504
1909.8	15.3495
1909.9	15.3486
1910	15.3476
1910.1	15.3467
1910.2	15.3458
1910.3	15.3449
1910.4	15.344
1910.5	15.3431
1910.6	15.3421
1910.7	15.3412
1910.8	15.3403
1910.9	15.3395
1911	15.3386
1911.1	15.3377
1911.2	15.3368
1911.3	15.3359
1911.4	15.3351
1911.5	15.3342
1911.6	15.3333
1911.7	15.3325
1911.8	15.3316
1911.9	15.3308
1912	15.3299
1912.1	15.3291
1912.2	15.3282
1912.3	15.3274
1912.4	15.3266
1912.5	15.3257
1912.6	15.3249
1912.7	15.3241
1912.8	15.3233
1912.9	15.3225
1913	15.3217
1913.1	15.3209
1913.2	15.3201
1913.3	15.3193
1913.4	15.3185
1913.5	15.3177
1913.6	15.3169
1913.7	15.3162
1913.8	15.3154
1913.9	15.3146
1914	15.3139
1914.1	15.3131
1914.2	15.3123
1914.3	15.3116
1914.4	15.3108
1914.5	15.3101
1914.6	15.3094
1914.7	15.3086
1914.8	15.3079
1914.9	15.3072
1915	15.3065
1915.1	15.3057
1915.2	15.305
1915.3	15.3043
1915.4	15.3036
1915.5	15.3029
1915.6	15.3022
1915.7	15.3015
1915.8	15.3008
1915.9	15.3002
1916	15.2995
1916.1	15.2988
1916.2	15.2981
1916.3	15.2975
1916.4	15.2968
1916.5	15.2961
1916.6	15.2955
1916.7	15.2948
1916.8	15.2942
1916.9	15.2936
1917	15.2929
1917.1	15.2923
1917.2	15.2917
1917.3	15.291
1917.4	15.2904
1917.5	15.2898
1917.6	15.2892
1917.7	15.2886
1917.8	15.288
1917.9	15.2874
1918	15.2868
1918.1	15.2862
1918.2	15.2856
1918.3	15.285
1918.4	15.2844
1918.5	15.2839
1918.6	15.2833
1918.7	15.2827
1918.8	15.2822
1918.9	15.2816
1919	15.2811
1919.1	15.2805
1919.2	15.28
1919.3	15.2794
1919.4	15.2789
1919.5	15.2784
1919.6	15.2778
1919.7	15.2773
1919.8	15.2768
1919.9	15.2763
1920	15.2758
1920.1	15.2752
1920.2	15.2747
1920.3	15.2742
1920.4	15.2737
1920.5	15.2733
1920.6	15.2728
1920.7	15.2723
1920.8	15.2718
1920.9	15.2713
1921	15.2709
1921.1	15.2704
1921.2	15.2699
1921.3	15.2695
1921.4	15.269
1921.5	15.2686
1921.6	15.2681
1921.7	15.2677
1921.8	15.2673
1921.9	15.2668
1922	15.2664
1922.1	15.266
1922.2	15.2656
1922.3	15.2651
1922.4	15.2647
1922.5	15.2643
1922.6	15.2639
1922.7	15.2635
1922.8	15.2631
1922.9	15.2627
1923	15.2624
1923.1	15.262
1923.2	15.2616
1923.3	15.2612
1923.4	15.2609
1923.5	15.2605
1923.6	15.2601
1923.7	15.2598
1923.8	15.2594
1923.9	15.2591
1924	15.2587
1924.1	15.2584
1924.2	15.2581
1924.3	15.2577
1924.4	15.2574
1924.5	15.2571
1924.6	15.2568
1924.7	15.2564
1924.8	15.2561
1924.9	15.2558
1925	15.2555
1925.1	15.2552
1925.2	15.2549
1925.3	15.2546
1925.4	15.2544
1925.5	15.2541
1925.6	15.2538
1925.7	15.2535
1925.8	15.2533
1925.9	15.253
1926	15.2527
1926.1	15.2525
1926.2	15.2522
1926.3	15.252
1926.4	15.2517
1926.5	15.2515
1926.6	15.2513
1926.7	15.251
1926.8	15.2508
1926.9	15.2506
1927	15.2504
1927.1	15.2502
1927.2	15.2499
1927.3	15.2497
1927.4	15.2495
1927.5	15.2493
1927.6	15.2491
1927.7	15.249
1927.8	15.2488
1927.9	15.2486
1928	15.2484
1928.1	15.2482
1928.2	15.2481
1928.3	15.2479
1928.4	15.2478
1928.5	15.2476
1928.6	15.2474
1928.7	15.2473
1928.8	15.2472
1928.9	15.247
1929	15.2469
1929.1	15.2468
1929.2	15.2466
1929.3	15.2465
1929.4	15.2464
1929.5	15.2463
1929.6	15.2462
1929.7	15.2461
1929.8	15.246
1929.9	15.2459
1930	15.2458
1930.1	15.2457
1930.2	15.2456
1930.3	15.2455
1930.4	15.2454
1930.5	15.2454
1930.6	15.2453
1930.7	15.2452
1930.8	15.2452
1930.9	15.2451
1931	15.2451
1931.1	15.245
1931.2	15.245
1931.3	15.245
1931.4	15.2449
1931.5	15.2449
1931.6	15.2449
1931.7	15.2448
1931.8	15.2448
1931.9	15.2448
1932	15.2448
1932.1	15.2448
1932.2	15.2448
1932.3	15.2448
1932.4	15.2448
1932.5	15.2448
1932.6	15.2448
1932.7	15.2449
1932.8	15.2449
1932.9	15.2449
1933	15.245
1933.1	15.245
1933.2	15.245
1933.3	15.2451
1933.4	15.2451
1933.5	15.2452
1933.6	15.2452
1933.7	15.2453
1933.8	15.2454
1933.9	15.2454
1934	15.2455
1934.1	15.2456
1934.2	15.2457
1934.3	15.2458
1934.4	15.2459
1934.5	15.246
1934.6	15.2461
1934.7	15.2462
1934.8	15.2463
1934.9	15.2464
1935	15.2465
1935.1	15.2466
1935.2	15.2468
1935.3	15.2469
1935.4	15.247
1935.5	15.2472
1935.6	15.2473
1935.7	15.2474
1935.8	15.2476
1935.9	15.2478
1936	15.2479
1936.1	15.2481
1936.2	15.2482
1936.3	15.2484
1936.4	15.2486
1936.5	15.2488
1936.6	15.249
1936.7	15.2491
1936.8	15.2493
1936.9	15.2495
1937	15.2497
1937.1	15.2499
1937.2	15.2501
1937.3	15.2504
1937.4	15.2506
